id,firstname,lastname,skills,endorsements,volunteer_experience,num_connections,location,causes_supported,industry,summary
9404,ashima,nagpal,"Logical Thinking, Customer Relations, Development, Construction, Optimization","28, 46, 32, 49, 45",5,277,location,"cause1,cause2",industry,summary
9405,adam,singh,"Courtesy, Hosting Virtualization Platforms, Sketching","42, 28, 9",3,252,location,"cause1,cause2",industry,summary
9406,kendra,parker,"PowerPoint, Asset Management, Brand Ambassador, Tax Compliance, Supervising","3, 8, 48, 39, 20",5,12,location,"cause1,cause2",industry,summary
9407,tiffany,roy,"Directing Customers, matlab, Data Science Tools","22, 5, 34",9,26,location,"cause1,cause2",industry,summary
9408,tiffany,ann,"Decision Making, Accounting Information Systems, Deposits, Product Knowledge","49, 9, 6, 39",8,292,location,"cause1,cause2",industry,summary
9409,ashima,dangelo,"Communication, Written Communication, Asset Management, Engagement","19, 13, 14, 46",1,258,location,"cause1,cause2",industry,summary
9410,simar,roy,"Mathematical, Payroll Taxes, Curated Merchant","4, 35, 29",8,89,location,"cause1,cause2",industry,summary
9411,kendra,parker,"Finance, Cloud Applications, General Auto Repair","39, 20, 11",5,39,location,"cause1,cause2",industry,summary
9412,tiffany,rai,"Generating Content for Social Media Outlets, Copy writing, Multitasking, Chart of Accounts, Google Analytics","41, 37, 6, 21, 30",10,440,location,"cause1,cause2",industry,summary
9413,rohit,sherawat,"Depreciation, Tax Compliance, Cloud Systems Administration","20, 46, 6",4,36,location,"cause1,cause2",industry,summary
9414,varun,walia,"Hair Lightening, Problem Analysis, Proposal Writing, Accuracy","9, 28, 36, 11",8,40,location,"cause1,cause2",industry,summary
9415,varun,wartney,"Microsoft Office, Technology, Food Preparation, Budgets","1, 11, 27, 30",2,362,location,"cause1,cause2",industry,summary
9416,himani,sherawat,"Remembering Facts, Payroll, Food Regulations","32, 32, 47",4,14,location,"cause1,cause2",industry,summary
9417,himani,bhatnagar,"Finance, Detail Oriented, Evaluating Emerging Digital Technology Tools, Tax Filing, Critical Thinking","1, 12, 18, 46, 39",1,378,location,"cause1,cause2",industry,summary
9418,varun,singh,"Commitment to Quality, Customer Care, PowerPoint, Accuracy, Customer Service Representative","18, 44, 25, 6, 8",10,324,location,"cause1,cause2",industry,summary
9419,mark,bhatnagar,"Food Pricing, Management, Initiative, Retail Buyer, Accounting Processes","33, 47, 35, 1, 49",9,455,location,"cause1,cause2",industry,summary
9420,sid,gandhi,"Multitasking, Mathematics, Big Data, Electrical Schematics","50, 28, 5, 12",1,466,location,"cause1,cause2",industry,summary
9421,priya,singh,"Collections, Brake Resurfacing, Positivity, Oil Change","7, 30, 19, 32",7,416,location,"cause1,cause2",industry,summary
9422,sid,walia,"Time Efficient, Supervision, Depersonalization","33, 41, 19",8,280,location,"cause1,cause2",industry,summary
9423,ashima,sherawat,"Customer Relations, Negotiation, Hair Coloring","29, 22, 37",1,426,location,"cause1,cause2",industry,summary
9424,akshay,dangelo,"Brake Repair, Interaction Flows, Public Speaking, Production Coordinator","50, 9, 46, 25",3,483,location,"cause1,cause2",industry,summary
9425,dave,singh,"Cash Drawer Maintenance, Communication, Microsoft Office, Financial Analysis","38, 12, 14, 29",6,243,location,"cause1,cause2",industry,summary
9426,mark,nagpal,"Analysis, Recordkeeping, Interpersonal, Teamwork","44, 20, 22, 33",4,359,location,"cause1,cause2",industry,summary
9427,nishant,walia,"Engagement, Information Architecture, Customer Care","40, 4, 8",6,79,location,"cause1,cause2",industry,summary
9428,nishant,nagpal,"General Auto Repair, Answer Client Questions, HTML, Language, Photography","7, 15, 8, 36, 8",1,356,location,"cause1,cause2",industry,summary
9429,dave,bhatnagar,"Updating Files, Brand Ambassador, Engine Repair","17, 35, 4",3,211,location,"cause1,cause2",industry,summary
9430,lisa,roy,"Decision Making, Evaluating Processes, Microsoft Office","8, 9, 23",7,140,location,"cause1,cause2",industry,summary
9431,rohit,sherawat,"Agile Development, Flexibility, Analytical, Audit Schedules, Events Manager","8, 12, 29, 1, 48",9,338,location,"cause1,cause2",industry,summary
9432,kendra,kapoor,"Public Speaking, Budgeting, Teamwork, Kitchen Management","23, 41, 33, 31",6,182,location,"cause1,cause2",industry,summary
9433,mark,arora,"Detail Oriented, Financial Statements, Hair Cutting, Trial Balancing","14, 17, 41, 20",10,392,location,"cause1,cause2",industry,summary
9434,abhijeet,nagpal,"Collaboration, Techniques, Engine Repair, Proposal Writing, Cloud Applications","18, 11, 35, 1, 4",1,52,location,"cause1,cause2",industry,summary
9435,rahul,walia,"Check Runs, cloud, Cloud Maintenance Tasks, Prioritizing","42, 29, 1, 41",9,202,location,"cause1,cause2",industry,summary
9436,akshay,roy,"Customer Service, Cloud Based Visualizations, Bank Reconciliations, Accounting Software","34, 33, 26, 24",4,376,location,"cause1,cause2",industry,summary
9437,dave,gandhi,"Skin Care, Plan Development, Customer Service, Car Tune-Up, Problem Solving","19, 21, 26, 42, 40",1,52,location,"cause1,cause2",industry,summary
9438,rohit,wartney,"Documenting, Interpersonal Skills, HTML, Analysis","3, 45, 7, 40",8,205,location,"cause1,cause2",industry,summary
9439,ashima,ann,"iOS, Microsoft Office, Techniques, Attending Classes, Fixed Assets","20, 33, 13, 45, 39",10,428,location,"cause1,cause2",industry,summary
9440,nishant,rai,"Cloud Based Visualizations, Personal Tax, Hiring, Hosting Virtualization Platforms","34, 24, 23, 26",5,204,location,"cause1,cause2",industry,summary
9441,simar,wartney,"Tax Returns, First Aid, Corporate Reports, Usability","6, 16, 20, 48",7,356,location,"cause1,cause2",industry,summary
9442,lisa,wartney,"Business Sense, Corporate Reports, Grammar, Analysis","46, 38, 46, 22",9,465,location,"cause1,cause2",industry,summary
9443,mia,arora,"Automated Deployment, Scheduling, Positivity","44, 23, 26",4,27,location,"cause1,cause2",industry,summary
9444,mia,ann,"Flexibility, Financial Software, Baking Techniques, Multitasking","4, 34, 34, 37",6,469,location,"cause1,cause2",industry,summary
9445,mark,mehrotra,"Perform routine and schedule maintenance, Teamwork, Data Imports, Amazon Web Services (AWS), Identifying Audience","35, 38, 17, 36, 42",10,154,location,"cause1,cause2",industry,summary
9446,rahul,dangelo,"Negotiation, Deployment of Cloud Services, Baking Techniques","2, 9, 19",1,362,location,"cause1,cause2",industry,summary
9447,rahul,sherawat,"Planning, Engine Repair, Personal Tax, Establishing Procedures","26, 35, 14, 5",7,265,location,"cause1,cause2",industry,summary
9448,akshay,singh,"Tax Reporting, Diplomacy, Accounts Receivable, Networking","11, 20, 48, 24",8,359,location,"cause1,cause2",industry,summary
9449,rahul,wartney,"Corporate Reports, Passion, Receptionist, Sketching","24, 40, 28, 45",9,42,location,"cause1,cause2",industry,summary
9450,sid,bhatnagar,"Troubleshooting Abilities, Computer, Content Management, Brake Resurfacing, PowerPoint","21, 31, 38, 50, 48",5,193,location,"cause1,cause2",industry,summary
9451,mia,roy,"Hair Design, Banking, Content Promotion","5, 21, 36",7,245,location,"cause1,cause2",industry,summary
9452,lisa,ann,"Efficiency, Verifying Transactions, Copy writing","23, 24, 35",1,160,location,"cause1,cause2",industry,summary
9453,varun,nagpal,"Verifications, Journalist Ethics, Hair Coloring, iOS, Pumping Gas","31, 37, 13, 42, 33",5,55,location,"cause1,cause2",industry,summary
9454,rohit,roy,"Critical Thinking, Patience, Motivation, Cloud Based Visualizations","30, 32, 39, 47",6,122,location,"cause1,cause2",industry,summary
9455,lisa,rai,"C++, Deployment Automation Tools, Appointment Scheduling","27, 28, 32",10,265,location,"cause1,cause2",industry,summary
9456,mark,nagpal,"Personal Shopper, Mathematical, Problem Solving","50, 29, 33",6,479,location,"cause1,cause2",industry,summary
9457,chad,arora,"IT Knowledge, Checking Account Deposit, JavaScript, Financial Statements","10, 18, 6, 23",10,265,location,"cause1,cause2",industry,summary
9458,ashima,dangelo,"Food Safety, Financial Software, Public Speaking, Prepare Designs and Estimates","42, 17, 18, 20",6,105,location,"cause1,cause2",industry,summary
9459,abhijeet,arora,"Accounts Payable, Updating Files, Confidence","26, 22, 25",5,398,location,"cause1,cause2",industry,summary
9460,dave,parker,"Supervision, Product Developer, Product Developer, HP, Jquery","43, 29, 14, 36, 26",10,440,location,"cause1,cause2",industry,summary
9461,nishant,roy,"Copy writing, Team Building, Reasoning","25, 4, 38",10,301,location,"cause1,cause2",industry,summary
9462,lisa,singh,"html5, IT Knowledge, Development","39, 4, 43",10,173,location,"cause1,cause2",industry,summary
9463,sid,nagpal,"Toleration, CSS, Retail Buyer, Hair Lightening, Dedication","20, 10, 6, 38, 29",6,441,location,"cause1,cause2",industry,summary
9464,abhijeet,walia,"Decision Making, Credit Management, Attention to Detail, Training","12, 27, 26, 22",2,369,location,"cause1,cause2",industry,summary
9465,ashima,sherawat,"Cloud Applications, Banking, Cash Drawer Maintenance, Bedding Designer, Proposals","31, 38, 35, 33, 7",8,386,location,"cause1,cause2",industry,summary
9466,simar,rai,"Tax Compliance, D3.js, Baking Techniques, Transferable","22, 15, 8, 25",9,46,location,"cause1,cause2",industry,summary
9467,lisa,kapoor,"Personal Tax, Collections, Information Design, Team Player, Catering","50, 19, 14, 48, 29",9,249,location,"cause1,cause2",industry,summary
9468,chad,gandhi,"iOS, Cash Receipts, Poise, Invoices","33, 48, 20, 29",4,497,location,"cause1,cause2",industry,summary
9469,lisa,kapoor,"Tax Liabilities, Techniques, Customer Relations, Diagnostic Abilities","10, 16, 13, 8",3,474,location,"cause1,cause2",industry,summary
9470,lisa,roy,"Planning, Organizational, Rehabilitating Others, Checking Account Withdrawal, Identifying Theme","12, 11, 13, 50, 13",4,89,location,"cause1,cause2",industry,summary
9471,abhijeet,roy,"Bank Deposits, Code Management and Promotion Tools, Retail Buyer, Customer Service, Certified Public Accountant (CPA)","50, 32, 3, 24, 9",1,17,location,"cause1,cause2",industry,summary
9472,priya,singh,"Sales, Organizing, Verifying Transactions, Copy Editing","16, 39, 13, 29",5,17,location,"cause1,cause2",industry,summary
9473,simar,rai,"Adaptability, Screening Calls, Data Visualization Tools, Technology, Deployment Automation Tools","39, 34, 35, 39, 43",10,199,location,"cause1,cause2",industry,summary
9474,mia,singh,"Communications, Proofreading, Tax Analysis, Diplomacy, Integrating Security Protocols with Cloud Design","16, 35, 35, 13, 6",10,455,location,"cause1,cause2",industry,summary
9475,himani,arora,"Service, Establishing Procedures, Google Cloud, Computer, DevOps","33, 44, 23, 43, 38",8,399,location,"cause1,cause2",industry,summary
9476,kendra,rai,"Reasoning, Accounting Principles, Passion","16, 40, 8",5,107,location,"cause1,cause2",industry,summary
9477,akshay,ann,"Food Regulations, Verifications, Control Labor Costs","47, 7, 3",7,25,location,"cause1,cause2",industry,summary
9478,adam,bhatnagar,"HTML, Brand Ambassador, Product Knowledge, Heat Control","1, 12, 34, 9",3,168,location,"cause1,cause2",industry,summary
9479,himani,mehrotra,"Organizational, Production Assistant, Decision Making, Tax Analysis","41, 10, 4, 34",5,458,location,"cause1,cause2",industry,summary
9480,priya,gandhi,"Diagnostic Abilities, Entertainment, Events Manager, Brake Repair","19, 28, 27, 34",8,207,location,"cause1,cause2",industry,summary
9481,varun,singh,"Communication, Teamwork, Decision Making, Verifying Transactions, Creating Educational Materials","7, 8, 12, 13, 9",1,210,location,"cause1,cause2",industry,summary
9482,rahul,singh,"Trial Balancing, Management, Prioritizing, Data Mining, Communication","5, 22, 13, 26, 36",4,20,location,"cause1,cause2",industry,summary
9483,akshay,wartney,"Perform routine and schedule maintenance, iOS, Food Safety, Positive Attitude, Tax Reporting","40, 50, 48, 1, 47",9,195,location,"cause1,cause2",industry,summary
9484,lisa,walia,"ADP, Check Runs, Prioritizing","24, 36, 18",10,402,location,"cause1,cause2",industry,summary
9485,kendra,arora,"Technical Support, Budgets, Ordering, Cloud Based Visualizations","32, 13, 39, 16",2,75,location,"cause1,cause2",industry,summary
9486,mia,walia,"Big Data, Numerical Analysis, Overseeing Operation","18, 13, 20",7,454,location,"cause1,cause2",industry,summary
9487,varun,kapoor,"Product Knowledge, Content Programming, Credits, Hair Design, Bank Deposits","28, 35, 7, 25, 4",3,395,location,"cause1,cause2",industry,summary
9488,akshay,mehrotra,"Finance, Food Safety, Audit Schedules, Administrative Tasks","36, 21, 40, 13",6,469,location,"cause1,cause2",industry,summary
9489,mia,sherawat,"Problem Analysis, Inventory Rotation, Hadoop, ADP, Planning","38, 45, 19, 31, 44",7,124,location,"cause1,cause2",industry,summary
9490,ashima,mehrotra,"Computer, Data Mining, Prediction","13, 5, 6",10,203,location,"cause1,cause2",industry,summary
9491,ashima,mehrotra,"Computer, WordPress, Collaboration, Technology, MS Access","3, 6, 31, 16, 45",5,396,location,"cause1,cause2",industry,summary
9492,rahul,parker,"Manual Dexterity, Decision Making, Information Design","40, 24, 16",5,62,location,"cause1,cause2",industry,summary
9493,nishant,wartney,"Accuracy, Media, Operations, Training, Online searches","4, 46, 2, 22, 35",9,30,location,"cause1,cause2",industry,summary
9494,dave,bhatnagar,"CSS, Web Metrics, Team Player, Product Planner","32, 24, 36, 23",9,84,location,"cause1,cause2",industry,summary
9495,himani,roy,"Customer Relations, Depersonalization, Pastry, Microsoft Office","43, 25, 18, 19",2,315,location,"cause1,cause2",industry,summary
9496,sid,bhatnagar,"Commitment to Quality, Project Management, Language, Training, Personal Shopper","27, 31, 6, 34, 14",5,457,location,"cause1,cause2",industry,summary
9497,simar,arora,"Budgets, Depersonalization, DevOps, Tax Analysis, Motivation","47, 2, 27, 35, 4",2,112,location,"cause1,cause2",industry,summary
9498,tiffany,walia,"Analytical, Communication, Interest Calculations, Toleration, Customer Relations","11, 41, 17, 12, 16",8,184,location,"cause1,cause2",industry,summary
9499,tiffany,dangelo,"Establishing Procedures, Optimization, Sales, Team Building, Mobile","41, 16, 45, 25, 1",5,485,location,"cause1,cause2",industry,summary
9500,lisa,gandhi,"Flexibility, Financial Analysis, Motivation","32, 3, 50",5,167,location,"cause1,cause2",industry,summary
9501,rahul,walia,"Deployment of Cloud Services, Caring, Hair Lightening, Communication, Supervision","30, 3, 19, 9, 25",9,47,location,"cause1,cause2",industry,summary
9502,varun,nagpal,"Metrics, Editing, Prioritizing","11, 48, 20",4,193,location,"cause1,cause2",industry,summary
9503,ashima,bhatnagar,"Benchmarking, Peachtree, Cash Drawer Maintenance, Proposal Writing","2, 1, 37, 4",6,463,location,"cause1,cause2",industry,summary
9504,varun,arora,"Production Coordinator, Banking, Entertainment, Cloud Applications","3, 12, 6, 20",3,191,location,"cause1,cause2",industry,summary
9505,akshay,gandhi,"matlab, Training, Styling, Hygiene, Administrative Tasks","46, 42, 45, 31, 11",3,27,location,"cause1,cause2",industry,summary
9506,kendra,nagpal,"Tax Software, Hotel Kitchen, Analytics, Mobile, MS Word","33, 10, 48, 31, 29",2,207,location,"cause1,cause2",industry,summary
9507,chad,bhatnagar,"Teaching, html, Depreciation","47, 44, 35",8,459,location,"cause1,cause2",industry,summary
9508,himani,mehrotra,"Persuasion, Analytical, Reading Volumes","34, 35, 2",5,96,location,"cause1,cause2",industry,summary
9509,rahul,walia,"Health and Safety, Attention to Detail, CSS, Aging Reports, Screening Calls","26, 25, 47, 25, 17",1,491,location,"cause1,cause2",industry,summary
9510,priya,kapoor,"Jquery, Audits, Analysis, Handling Criticism Calmly, Hair Highlighting","35, 22, 3, 6, 24",5,34,location,"cause1,cause2",industry,summary
9511,ashima,nagpal,"Cost Accounting, Pumping Gas, Language, Analytical","48, 21, 31, 22",4,203,location,"cause1,cause2",industry,summary
